,YEAR,MONTH,COUNTRY,SITUATION,FORECAST,REGION
791,1998,DEC,ALGERIA,Isolated solitarious adults were seen on 3 ha at one place west of Tamanrasset (2247N/0531E) on 6 December.,Scattered adults are expected to persist in some places of the central and southern Sahara. Similar populations my appear south of the Atlas Mountains near Bechar during periods of warm southerly winds. Small scale breeding my occur in areas of recent rainfall.,NORTH-WEST AFRICA
792,1998,DEC,MOROCCO,No locusts were reported during December.,Isolated adults my be present in a few places of the Adrar Souttouf in the extreme south-west and along the southern side of the Atlas Mountains.,NORTH-WEST AFRICA
793,1998,DEC,TUNISIA,No locusts were reported during November.,No significant developments are likely.,NORTH-WEST AFRICA
794,1998,DEC,LIBYAN ARAB JAMAHIRIYA,No reports received.,No significant developments are likely.,NORTH-WEST AFRICA
795,1998,DEC,SUDAN,"Late reports indicated that additional infestations of hopper bands were found during the last half of November near Wadi El Malk (ca. 1600N/2945E) in Northern Kordofan and in the Northern Province along the Atbara River where control operations were in progress. Many of the hoppers had fledged and were forming immature swarms. Some of these swarms were seen flying eastwards over the Atbara River by the end of the  month. On the Red Sea coastal plains, low numbers of solitarious adults were first reported at several places in the Tokar Delta on the 22nd. No locusts were seen during surveys along the plains north to Suakin. During the first three weeks of December, ground control operations continued in the interior, treating 1,420 ha in the Wadi El Malk area and 3,015 ha along the Atbara River. Aerial operations commenced in the latter area in early December and treated 26,050 ha of fledglings and immature swarms.",A few ()more() swarms my form in the interior early in the forecast period and movetowards the Red Sea coast. Locust numbers are expected to increase on the coastal plains as a result of adults and perhaps a few small groups or swarms arriving from the interior. Breeding is likely to occur but my be limited unless further rains fall. There is a risk of undetected adult populations already present on the western side of the Red Sea Hills near Derudeb and in Wadi Oko/Diib.,EASTERN AFRICA
796,1998,DEC,ERITREA,Isolated mature adults were seen laying at two places on the Red Sea coastal plains south of Massawa near Badda (1433N/4005E) on 17 December. No other locusts were seen between Massawa and the Djibouti border.,Small scale breeding will continue in a few areas along the southern Red Sea coastal plains where solitarious hoppers will appear in the coming weeks but these will be difficult to detect. Similar breeding may occur on the northern plains if rains fall during the forecast period.,EASTERN AFRICA
797,1998,DEC,SOMALIA,No reports received.,Low numbers of solitarious adults are likely to be present and persist in some interior and coastal areas of the north-east. Small scale breeding is expected to occur if rains fall.,EASTERN AFRICA
798,1998,DEC,ETHIOPIA,No locusts were reported in the south-east during November and early December.,Isolated adults my be present near Dire Dawa.,EASTERN AFRICA
799,1998,DEC,DJIBOUTI,No reports received.,No significant developments are likely.,EASTERN AFRICA
800,1998,DEC,KENYA,,No significant developments are likely.,EASTERN AFRICA
801,1998,DEC,TANZANIA,,No significant developments are likely.,EASTERN AFRICA
802,1998,DEC,UGANDA,,No significant developments are likely.,EASTERN AFRICA
803,1998,DEC,SAUDI ARABIA,"Low numbers of solitarious adults persisted and continued to mature in two areas along the Red Sea coastal plains during December: near Jizan (1656N/ 4233E) where adults at densities of 50-200 per ha were reported at six places, and on the coast north and east of Jeddah where adults at densities up to 50 per ha were seen at three locations.",Low numbers of adults will persist and continue to mature on the Red Sea coastal plains between Jeddah and Jizan. Another generation of breeding is likely to occur near Jizan and to a lesser extent in a few places along the coast towards Jeddah and Yenbo. Breeding is expected to be limited by the drying conditions unless further rains fall. There remains a low risk of adults or a few small groups or swarms arriving from Sudan.,NEAR EAST
804,1998,DEC,YEMEN,Low numbers of solitarious adults continued to mture along the Red Sea coastal plains between Bayt Al Faqih (1431N/4319E) and Midi (1618N/4217E) during the first half of December. Most of the locusts were found during surveys undertaken in cropping areas. Some of the adults were reported to be transiens and forming small groups at two places near Hodeidah. No locusts were seen during surveys along the coastal plains of the Gulf of Aden.,Adults will continue to mature on the Red Sea coastal plains and are likely to breed on a small scale in a few places. Breeding is expected to be limited by the drying conditions unless further rains fall.,NEAR EAST
805,1998,DEC,EGYPT,Isolated mature adults were seen in a few places in the south-east near Wadi Diib and Shlateen (2308N/ 3530E) in early December. No locusts were present around Lake Nasser or in the adjacent coastal hills.,There is a risk that locust numbers will increase on the southern coastal plains of the Red Sea as adults and perhaps a few small swarmlets arrive from the summer breeding areas and start to breed.,NEAR EAST
806,1998,DEC,KUWAIT,No locusts were reported during November.,No significant developments are likely.,NEAR EAST
807,1998,DEC,OMAN,No reports received.,No significant developments are likely.,NEAR EAST
808,1998,DEC,UAE,No reports received.,No significant developments are likely.,NEAR EAST
809,1998,DEC,BAHRAIN,,No significant developments are likely.,NEAR EAST
810,1998,DEC,IRAQ,,No significant developments are likely.,NEAR EAST
811,1998,DEC,ISRAEL,,No significant developments are likely.,NEAR EAST
812,1998,DEC,JORDAN,,No significant developments are likely.,NEAR EAST
813,1998,DEC,QATAR,,No significant developments are likely.,NEAR EAST
814,1998,DEC,SYRIA ARAB REPUBLIC,,No significant developments are likely.,NEAR EAST
815,1998,DEC,TURKEY,,No significant developments are likely.,NEAR EAST
816,1998,DEC,IRAN,Isolated mature adults were present at a few places on the coastal plains east of Chabahar (2518N/6038E) on 10 December.,No significant developments are likely.,SOUTH-WEST ASIA
817,1998,DEC,PAKISTAN,No locusts were reported during December.,No significant developments are likely.,SOUTH-WEST ASIA
818,1998,DEC,INDIA,No locusts were reported during the first half of December.,No significant developments are likely.,SOUTH-WEST ASIA
819,1998,DEC,AFGHANISTAN,,No significant developments are likely.,SOUTH-WEST ASIA
820,1998,FEB,MAURITANIA,"During February, low numbers of solitarious maturing and mature adults in a few places in the north between Atar (2032N/1308W) and Bir Mogrein (2510N/1135W).",Low numbers of solitarious adults will continue to be present in the north from Akjoujt to El Hank where limited breeding will occur in areas of recent rainfall.,WEST AFRICA
821,1998,FEB,MALI,,Low numbers of solitarious adults my be present in a few of the mjor wadis in the Adrar des Iforas and Tilemsi Valley and breed if rainfall occurs.,WEST AFRICA
822,1998,FEB,NIGER,,Low numbers of solitarious adults my be present in a few places of Tamesna.,WEST AFRICA
823,1998,FEB,BURKINA FASO,,No significant developments are likely.,WEST AFRICA
824,1998,FEB,CAPE VERDE,,No significant developments are likely.,WEST AFRICA
825,1998,FEB,CHAD,,No significant developments are likely.,WEST AFRICA
826,1998,FEB,GAMBIA,,No significant developments are likely.,WEST AFRICA
827,1998,FEB,GUINEA BISSAU,,No significant developments are likely.,WEST AFRICA
828,1998,FEB,GUINEA CONAKRY,,No significant developments are likely.,WEST AFRICA
829,1998,FEB,SENEGAL,,No significant developments are likely.,WEST AFRICA
830,1998,FEB,ALGERIA,No locusts were seen  in January.,Scattered adults my be present in a few places in the central and southern Sahara. These my breed in areas of recent rainfall or run-off.,NORTH-WEST AFRICA
831,1998,FEB,MOROCCO,No locusts were seen  in January.,Isolated solitary adults my be present in the extreme south-west and breeding in areas of recent rainfall.,NORTH-WEST AFRICA
832,1998,FEB,TUNISIA,No locusts were seen  in January.,No significant developments are likely.,NORTH-WEST AFRICA
833,1998,FEB,LIBYA,,No significant developments are likely.,NORTH-WEST AFRICA
834,1998,FEB,SUDAN,"During February, locust infestations declined along the Red Sea coastal plains as a result of drying conditions in northern and central areas as well as ongoing control operations. Some of the swarms and adults that could not be controlled my have mved further north and east. A few maturing swarms were present along the coastal plains near Suakin (1906N/ 3719E) where laying and hatchlings were reported early in the  month. Most of the infestations were concentrated in the Tokar Delta where mdium densities of hopper bands of all instars and fledglings were present. Gregarious adults were seen copulating in the Delta up to 18 February, and a few small mature swarms were reported arriving from an inaccessible area to the south where there were unconfirmed reports of swarms. By the end of the  month, control operations were limited to the Tokar Delta against late instar bands, fledglings and mature adults. During February, a total of 4,082 ha were treated, mstly in the Tokar Delta. No locusts were seen and conditions were dry during surveys on the northern coastal plains and in Wadi Oko/Diib on 22-24 February.","Any hopper bands currently present on the Red Sea coastal plains that escape control are expected to form small groups or swarms during the forecast period. These my persist in any areas that remain green, such as Tokar Delta. Unless further rains fall, breeding is not likely to occur on the coastal plains and adults could movenorth or south along the coast, east across the Red Sea or west towards the interior of Sudan.",EASTERN AFRICA
